by,descendants,id,kids,score,text,time,title,type,url
hhs,153.0,20554806,"[20556793, 20555833, 20556098, 20555894, 20556681, 20555899, 20555917, 20556684, 20555751, 20556933, 20555742, 20556794, 20555885, 20557050, 20555848, 20556660, 20555988, 20556109, 20556282, 20556755, 20555688, 20556105, 20556380, 20556347, 20556484, 20556203]",142,,1564409760,YouTube faces creator backlash,story,https://www.axios.com/youtube-faces-creator-backlash-30b7e425-ec93-4f02-aec3-6f418e009b56.html
pointfree,40.0,20550656,"[20551190, 20551031, 20551005, 20551337, 20551433, 20552132, 20552238, 20550945, 20551695]",141,,1564360912,Levels of code in Forth programming (2002),story,http://www.ultratechnology.com/levels.htm
pseudolus,68.0,20541422,"[20546203, 20546240, 20546196, 20546205, 20546336, 20546309, 20546226, 20546362, 20547205, 20548654, 20548761, 20548603, 20547396, 20547046, 20547753, 20546931, 20546473, 20549274, 20546270]",105,,1564225382,Has the Time Come for City-Run Public Banks?,story,https://www.citylab.com/equity/2019/07/public-banks-local-financing-community-california-ab-857/593104/
1gor,150.0,20540693,"[20540781, 20542024, 20540864, 20541204, 20542763, 20540828, 20541879, 20541717, 20542174, 20541929, 20543064, 20541963, 20541787]",138,,1564208937,Latest 737 Max Fault That Alarmed Test Pilots Rooted in Software,story,https://www.bloomberg.com/news/articles/2019-07-27/latest-737-max-fault-that-alarmed-test-pilots-rooted-in-software
rubayeet,18.0,20541275,"[20549568, 20550061, 20550813, 20550855, 20551092, 20551961, 20551782, 20550389, 20550606]",147,,1564221965,Mango leaves: Indian scientists' solution to a $2.5T global shipping problem,story,https://qz.com/india/1673557/indian-scientists-use-mango-leaf-to-prevent-ships-from-rusting/
chdaniel,77.0,20552675,"[20553266, 20555224, 20554947, 20555476, 20554344, 20553813, 20555352]",120,,1564390396,"Ohio passes energy bill that bails out nuclear and coal plants, guts renewables",story,https://www.vox.com/energy-and-environment/2019/7/27/8910804/ohio-gop-nuclear-coal-plants-renewables-efficiency-hb6
QuickToBan,29.0,20530813,"[20531186, 20531497, 20531124, 20531179, 20531810, 20531100, 20531102, 20531103, 20531391, 20531139, 20531128, 20531086, 20531148, 20531101]",106,,1564096644,Alaskan glaciers melting 100 times faster than previously thought,story,https://www.nationalgeographic.com/environment/2019/07/alaskan-glaciers-melting-faster-than-previously-thought/
cs702,136.0,20529314,"[20529915, 20529988, 20529850, 20530336, 20530408, 20529944, 20530018, 20529874, 20529949, 20530173, 20529974, 20529863]",125,,1564086540,Amazon.com Announces Second Quarter Sales Up 20%,story,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-second-quarter-sales-20-634-billion
onetimemanytime,82.0,20540379,"[20541444, 20541491, 20541924, 20541618, 20541590, 20542319, 20541331, 20542688, 20541713, 20541288, 20542212, 20541468, 20544565, 20542218, 20543160, 20541736, 20542972]",131,,1564201800,"Facebook and Google Algorithms Are Secret, but Australia Plans to Change That",story,https://www.wsj.com/articles/facebook-and-google-algorithms-are-secretbut-australia-plans-to-change-that-11564134106?mod=rsswn
GordonS,28.0,20556095,"[20556905, 20556646, 20557314, 20557202, 20557301]",134,,1564416639,Dutch gov publishes report on Microsoft telemetry,story,https://www.privacycompany.eu/en/new-dpia-on-microsoft-office-and-windows-software-still-privacy-risks-remaining-short-blog/
maherdeeb,73.0,20550167,"[20550518, 20550658, 20551599, 20552500, 20550703, 20550317, 20550767, 20554058, 20552669, 20550722, 20550602, 20552805, 20550666, 20552651, 20550388, 20551434, 20554579, 20553114, 20551616, 20551722, 20552409, 20550319, 20551032, 20551994, 20551909, 20552858, 20550706, 20554146, 20551678, 20551953, 20551052, 20551000, 20552496, 20551355]",149,,1564352943,Show HN: Memorize Terminal Commands,story,https://www.memorize-terminal-commands.com/
imartin2k,81.0,20549056,"[20551459, 20549947, 20549586, 20550532, 20549694, 20549703, 20556464, 20551813, 20552006, 20550222, 20555330, 20551077, 20549944, 20550108, 20552105, 20550248, 20550139, 20550063, 20549908, 20550588, 20551707, 20550573, 20550074]",161,,1564338538,Misunderstanding Dunning-Kruger,story,https://theness.com/neurologicablog/index.php/misunderstanding-dunning-kruger/
loresome,61.0,20535293,"[20536414, 20536418, 20535493, 20536587, 20535765, 20535450, 20538761, 20535510, 20536319, 20536440, 20536439, 20537272, 20535409, 20537896, 20536290, 20535787, 20535435, 20536067, 20536999, 20535900]",135,,1564153344,Pioneer manipulates scores to pick winners,story,https://medium.com/@anton_87731/how-silicon-valley-vc-tournament-manipulates-the-scores-to-pick-winners-1608e8c0ff22
timthorn,65.0,20536828,"[20539002, 20537805, 20538770, 20540123, 20539168, 20543794, 20538602, 20539230]",140,,1564163953,Marcus Hutchins spared US jail sentence over malware charges,story,https://www.bbc.co.uk/news/technology-49127569
roschdal,48.0,20552365,"[20553072, 20554040, 20553025, 20553364, 20556751, 20554402, 20553037, 20554424, 20554571, 20553467]",156,,1564386669,OpenPDF 1.3.0,story,https://github.com/LibrePDF/OpenPDF/releases/tag/1.3.0
EndXA,189.0,20549706,"[20551438, 20550615, 20551846, 20550836, 20550831, 20550715, 20551643, 20555713, 20552851, 20550766, 20550898, 20550592, 20550669, 20550874]",140,,1564345983,Suicide Attempters’ Long-Term Survival,story,https://www.hsph.harvard.edu/means-matter/means-matter/survival/
pseudolus,129.0,20538158,"[20538547, 20538426, 20538334, 20538324, 20538477, 20538867, 20538336, 20538718, 20538765, 20538552, 20538405]",110,,1564173557,Europe's record heat wave moves toward Greenland,story,https://www.cbc.ca/news/world/un-greeland-europe-ice-heat-record-1.5225980
bjoko,215.0,20533096,"[20534079, 20538800, 20534377, 20534177, 20534370, 20538730, 20534493, 20538866, 20534604, 20534132, 20534076, 20537044, 20539985, 20534375, 20542318, 20538148, 20535842, 20540350, 20539982, 20542053, 20537852]",124,,1564127335,Apple expected to adopt keyboard with scissor mechanism for 16-inch MacBook Pro,story,https://www.macrumors.com/2019/07/25/kuo-16-inch-macbook-pro-scissor-keyboard/
mpweiher,195.0,20555229,"[20556127, 20555955, 20555745, 20556240, 20556096, 20555942, 20555761, 20556231, 20555915, 20556169, 20556140, 20555898, 20556311, 20555714, 20556803, 20556412, 20556103, 20555973, 20555954, 20556245, 20555694, 20556268, 20556200, 20555936]",131,,1564412211,Taleb is wrong about IQ,story,http://www.jsmp.dk/posts/2019-06-16-talebiq/
jonaldomo,108.0,20534963,"[20535540, 20535596, 20535870, 20535522, 20536037, 20535574, 20538521, 20537095, 20537297, 20538323, 20537085, 20536339, 20538471, 20538538, 20535749]",114,,1564150577,A software engineering manager guide to measuring an engineer’s performance,story,https://www.jmoses.co/2019/07/08/software-engineering-manager-guide-measuring-performance.html
ClintEhrlich,53.0,20529689,"[20532683, 20530163, 20531347, 20530549, 20533301, 20530348, 20529975, 20533447, 20532505, 20534386, 20531389, 20533089, 20530953, 20530227, 20530571]",119,,1564088693,Cargo ships that ‘liquefy’ (2018),story,http://www.bbc.com/future/story/20180905-the-cargo-ships-that-liquefy
tosh,116.0,20549080,"[20549148, 20552564, 20549634, 20552111, 20549666, 20552341, 20549996, 20552860, 20550197, 20549927, 20551301, 20551067, 20549995, 20551309, 20550764, 20549960, 20551045, 20550623, 20550654]",122,,1564338778,Gödel's Ontological Proof,story,https://en.wikipedia.org/wiki/Gödel%27s_ontological_proof
stevewilhelm,55.0,20539922,"[20542153, 20540291, 20543239, 20539960, 20540234, 20540715, 20541335, 20541588, 20541039, 20541291, 20542889, 20542038, 20541319, 20541198]",135,,1564192966,Open source all-iron battery for renewable energy storage,story,https://www.sciencedirect.com/science/article/pii/S2468067219300318?via%3Dihub
darcys22,161.0,20551148,"[20554259, 20552305, 20551430, 20551520, 20551402, 20551273, 20552035, 20554946, 20552299, 20551298, 20556560, 20552743, 20554242, 20555312, 20551244, 20555055, 20551297, 20551764, 20551261, 20552543, 20551230, 20551601, 20551231, 20551411, 20555005, 20551238]",136,,1564368278,Currency (Restrictions on the Use of Cash) Bill 2019,story,https://www.treasury.gov.au/consultation/c2019-t395788
jessepollak,27.0,20549354,"[20550537, 20550004, 20551989, 20551043, 20549546, 20550526, 20549535, 20549872, 20549609]",126,,1564341902,"Coinbase Incident Post Mortem: June 25–26, 2019",story,https://blog.coinbase.com/incident-post-mortem-june-25-26-2019-1d08c1657cbc
rahuldottech,14.0,20544564,"[20544921, 20545291, 20546996, 20546399, 20545049]",125,,1564265546,"Lightning video adapters feature Apple Secure Boot, run Darwin kernel",story,https://twitter.com/nyan_satan/status/1155148789977636864
ed,38.0,20542606,"[20546216, 20545181, 20545551, 20544475, 20554304, 20544704, 20545683, 20545693, 20546258, 20545004, 20544734, 20545378, 20544888, 20546229, 20545261, 20546477, 20544772, 20544905, 20544847, 20545633]",164,,1564243249,A chat room inside the browser console,story,https://console.chat/
fanf2,78.0,20535984,"[20537403, 20538392, 20538482, 20538188, 20538512, 20536981, 20538316, 20544990, 20537558, 20539236, 20537735, 20539388, 20537626, 20539790, 20540062, 20540429, 20537814, 20537633]",143,,1564158477,A Pixel Is Not A Little Square (1995) [pdf],story,http://alvyray.com/Memos/CG/Microsoft/6_pixel.pdf
ngaut,22.0,20531616,"[20535238, 20532956, 20534714, 20535060, 20535222, 20532927, 20533178]",90,,1564105122,MemGuard: Secure sensitive information in memory in Go,story,https://github.com/awnumar/memguard
Szpadel,39.0,20529312,"[20530114, 20529886, 20529795, 20529723, 20531280, 20530619, 20529652, 20529971, 20529726, 20529968]",132,,1564086531,Valonia ventricosa,story,https://en.wikipedia.org/wiki/Valonia_ventricosa
cburgdorf,70.0,20553024,"[20554171, 20555095, 20553629, 20553258, 20553192, 20553217, 20554380, 20555313, 20553790, 20553313, 20553189, 20553252]",125,,1564394961,Lahja – A generic event bus implementation written in Python,story,https://github.com/ethereum/lahja
jalospinoso,37.0,20549442,"[20553219, 20555437, 20551662, 20552457, 20554203, 20553593, 20551446, 20551408, 20553749, 20551147]",114,,1564342944,On Writing a C++ Book,story,https://lospi.net/c/c++/programming/developing/software/2019/07/28/cpp-crash-course.html
espeed,30.0,20548115,"[20551550, 20551504, 20551456, 20551694, 20551773, 20554883, 20551582, 20551950, 20551900, 20551721, 20551715, 20552112, 20551664, 20551726, 20551649, 20551705, 20551809, 20551474]",101,,1564328870,MIT Fellow Says Facebook ‘Lifted’ His Ideas for Libra Cryptocurrency,story,https://www.coindesk.com/mit-fellow-accuses-facebook-of-lifting-his-ideas-for-libra-cryptocurrency
DanBC,10.0,20540724,"[20546255, 20548950, 20547549, 20549533, 20546999]",102,,1564209767,"Fax machines can be hacked to breach a network, using only its number (2018)",story,https://www.healthcareitnews.com/news/fax-machines-can-be-hacked-breach-network-using-only-its-number
JaimeThompson,52.0,20535872,"[20536676, 20536881, 20536963, 20536679, 20537662, 20536517, 20537527, 20540334, 20537552, 20540294, 20536420, 20538254, 20536010, 20539736, 20537835, 20537373]",109,,1564157584,US government approves T-Mobile/Sprint merger,story,https://arstechnica.com/tech-policy/2019/07/its-official-us-government-approves-t-mobilesprint-merger/
lanrh1836,122.0,20555351,"[20555707, 20555635, 20556261, 20557297, 20556328, 20555700, 20556887, 20555600, 20556616, 20556076, 20556627, 20556280, 20555820, 20556531, 20555979, 20555618, 20555628]",131,,1564413019,Lambda School fined $75k by CA for operating without state approval [pdf],story,https://www.bppe.ca.gov/enforcement/actions/lambdainc_ord.pdf
tomerbd,112.0,20546573,"[20547791, 20547187, 20547319, 20547370, 20546770, 20549691, 20549472, 20547126, 20549990, 20548159, 20547503, 20549460, 20546969, 20546965, 20547133, 20547394, 20547003]",99,,1564305207,Sony's mini air conditioner can fit in your pocket,story,https://www.cnet.com/news/sonys-mini-air-conditioner-can-fit-in-your-pocket/
pseudolus,142.0,20541419,"[20541661, 20541531, 20543395, 20541502, 20541709, 20542242, 20541501, 20541636, 20541619, 20541460, 20541890, 20541475, 20543202, 20541494, 20543397, 20541748, 20541506, 20541509, 20541538, 20542713, 20541463, 20542933, 20541677, 20542276, 20541803, 20541886, 20541569, 20543459, 20541470]",122,,1564225333,The arm’s-length flats of Tokyo [video],story,https://www.bbc.com/worklife/article/20190718-the-arms-length-flats-of-tokyo
mrep,147.0,20529108,"[20530488, 20529448, 20531758, 20529295, 20529456, 20529479, 20529356, 20529579, 20531045, 20531171, 20530121, 20529967, 20529343, 20531127]",127,,1564085598,Alphabet Announces Second Quarter 2019 Results [pdf],story,https://abc.xyz/investor/static/pdf/2019Q2_alphabet_earnings_release.pdf
randomwalker,141.0,20554240,"[20554822, 20554656, 20554674, 20554897, 20554807, 20554726, 20555766, 20554854, 20554643, 20555750, 20555150, 20555206, 20555040, 20555238]",110,,1564406031,What Happened with West Virginia’s Blockchain Voting Experiment?,story,https://slate.com/technology/2019/07/west-virginia-blockchain-voting-voatz.html
bratao,25.0,20549216,"[20549381, 20549311, 20550350, 20549468]",113,,1564340314,PyPy JIT for 64-bit ARM,story,https://morepypy.blogspot.com/2019/07/pypy-jit-for-aarch64.html
pseudolus,37.0,20547180,"[20547500, 20547883, 20547442, 20548138, 20547476, 20549051, 20547371, 20547644, 20547457, 20552762]",103,,1564316819,Make meaning your vocational goal,story,https://hbr.org/2019/07/why-you-should-stop-trying-to-be-happy-at-work
signa11,50.0,20546955,"[20555021, 20556958, 20554620, 20555139, 20557222, 20554735, 20556710, 20556442, 20554320, 20556502, 20555251, 20554753, 20551348, 20550714, 20555102, 20548755, 20554361, 20555144]",121,,1564313029,RISC Is Unscalable,story,https://blackhole12.com/blog/risc-is-fundamentally-unscalable/
beefhash,31.0,20540871,"[20549905, 20549250, 20549919, 20556038, 20549597, 20550560, 20549312]",100,,1564212969,OpenBGPD: The OpenBSD BGP internet routing daemon,story,http://www.openbgpd.org/
ytNumbers,103.0,20550923,"[20552788, 20553096, 20553317, 20553424, 20553365, 20552248, 20553068, 20553273, 20552348, 20554687, 20553030, 20553326]",111,,1564365275,More Older Couples Stay Together Because They Live Apart,story,https://www.wsj.com/articles/more-older-couples-stay-together-because-they-live-apart-11564311602?mod=rsswn
pseudolus,78.0,20547091,"[20547428, 20547331, 20547356, 20547349, 20547473, 20547429, 20550750, 20547393, 20547384, 20547335, 20548846, 20547688]",98,,1564315592,"In Brazil, Amazon Protections Are Slashed and Forests Fall",story,https://www.nytimes.com/2019/07/28/world/americas/brazil-deforestation-amazon-bolsonaro.html
bryanrasmussen,20.0,20547824,"[20555586, 20551781, 20551806, 20553329, 20553683, 20555838, 20553359, 20552795]",101,,1564325305,"What Hokusai’s Great Wave tells us about museums, copyright, online collections",story,https://medium.com/open-glam/the-great-wave-what-hokusais-masterpiece-tells-us-about-museums-copyright-and-online-da0f25bd4ed2
elliekelly,85.0,20545067,"[20545613, 20545416, 20545373, 20545316, 20545512, 20545348, 20545386, 20545546, 20545392, 20545487, 20545443, 20545450, 20545326, 20545374, 20545517, 20545585, 20545499, 20545677, 20545624, 20548527, 20545360, 20545371, 20545250]",123,,1564272646,"US Visa Forms DS-160, 260 Has Social Media Questions Now – Samples",story,https://redbus2us.com/us-visa-forms-ds-160-260-has-social-media-questions-now-samples/
sebst,111.0,20541448,"[20549208, 20549638, 20549477, 20549536, 20549544, 20549414, 20549941, 20549229, 20549199, 20549252, 20549144, 20551759, 20549909, 20550525, 20549210, 20549943, 20549217, 20549338, 20551524, 20549134, 20549879, 20552137, 20549383, 20549151, 20550259, 20549458]",113,,1564225943,The Death of the Mom and Pop E-Store,story,https://penguindreams.org/blog/the-death-of-the-mom-and-pop-e-store/
clydethefrog,51.0,20540928,"[20548029, 20547586, 20547878, 20549522, 20547504, 20548081, 20547485, 20541815, 20546342, 20549147, 20550489, 20547771, 20547577, 20548018, 20548716, 20548222]",104,,1564214051,Hell Is Other Internet People,story,https://thebaffler.com/latest/hell-is-other-internet-people-thaddeus-johns
SQL2219,66.0,20530994,"[20532334, 20531439, 20531944, 20531645, 20534047, 20533760, 20531132, 20532616, 20531503, 20536311, 20533949, 20533654]",132,,1564098330,Kern Microtechnik: Accurate CNC Machines [video],story,https://www.youtube.com/watch?v=Ijl6uDa_kQU
WalterSobchak,23.0,20539867,"[20540110, 20541810, 20540498, 20541838, 20541909, 20541801]",105,,1564191920,Amazon Transcribe Streaming Now Supports WebSockets,story,https://aws.amazon.com/blogs/aws/amazon-transcribe-streaming-now-supports-websockets/
